label,flattened_images
fear,[ 64  64  64 ... 120 120 120]
fear,[115 115 115 ... 253 253 253]
fear,[247 247 247 ... 249 249 249]
fear,[131 131 131 ...  30  30  30]
fear,[171 171 171 ... 124 124 124]
fear,[82 82 82 ... 52 52 52]
fear,[27 27 27 ... 87 87 87]
fear,[255 255 255 ... 115 115 115]
fear,[143 143 143 ...  92  92  92]
fear,[191 191 191 ... 163 163 163]
fear,[169 169 169 ...  30  30  30]
fear,[16 16 16 ... 42 42 42]
fear,[57 57 57 ... 33 33 33]
fear,[101 101 101 ... 172 172 172]
fear,[ 52  52  52 ... 156 156 156]
fear,[255 255 255 ... 255 255 255]
fear,[255 255 255 ...  97  97  97]
fear,[125 125 125 ... 153 153 153]
fear,[149 149 149 ... 179 179 179]
fear,[ 37  37  37 ... 202 202 202]
fear,[215 215 215 ... 103 103 103]
fear,[178 178 178 ...  29  29  29]
fear,[142 142 142 ...  77  77  77]
fear,[126 126 126 ... 191 191 191]
fear,[45 45 45 ... 24 24 24]
fear,[216 216 216 ...  94  94  94]
fear,[26 26 26 ... 33 33 33]
fear,[78 78 78 ... 31 31 31]
fear,[145 145 145 ... 177 177 177]
fear,[104 104 104 ...  11  11  11]
fear,[  9   9   9 ... 135 135 135]
fear,[118 118 118 ...  72  72  72]
fear,[  9   9   9 ... 165 165 165]
fear,[121 121 121 ... 213 213 213]
fear,[ 98  98  98 ... 211 211 211]
fear,[190 190 190 ... 201 201 201]
fear,[50 50 50 ... 77 77 77]
fear,[197 197 197 ... 106 106 106]
fear,[80 80 80 ... 92 92 92]
fear,[25 25 25 ...  8  8  8]
fear,[96 96 96 ... 82 82 82]
fear,[59 59 59 ... 26 26 26]
fear,[163 163 163 ... 103 103 103]
fear,[255 255 255 ... 252 252 252]
fear,[ 57  57  57 ... 227 227 227]
fear,[133 133 133 ... 145 145 145]
fear,[221 221 221 ...  47  47  47]
fear,[99 99 99 ... 96 96 96]
fear,[238 238 238 ...  48  48  48]
fear,[40 40 40 ... 44 44 44]
fear,[117 117 117 ...  44  44  44]
fear,[28 28 28 ... 21 21 21]
fear,[102 102 102 ... 242 242 242]
fear,[53 53 53 ... 73 73 73]
fear,[ 66  66  66 ... 151 151 151]
fear,[ 96  96  96 ... 208 208 208]
fear,[26 26 26 ...  2  2  2]
fear,[ 77  77  77 ... 236 236 236]
fear,[102 102 102 ...  83  83  83]
fear,[135 135 135 ... 175 175 175]
fear,[52 52 52 ... 23 23 23]
fear,[60 60 60 ... 13 13 13]
fear,[ 15  15  15 ... 228 228 228]
fear,[184 184 184 ... 217 217 217]
fear,[53 53 53 ...  4  4  4]
fear,[ 12  12  12 ... 140 140 140]
fear,[253 253 253 ...  19  19  19]
fear,[ 56  56  56 ... 134 134 134]
fear,[250 250 250 ...  43  43  43]
fear,[250 250 250 ... 230 230 230]
fear,[253 253 253 ... 216 216 216]
fear,[154 154 154 ... 105 105 105]
fear,[237 237 237 ... 157 157 157]
fear,[236 236 236 ... 179 179 179]
fear,[110 110 110 ...  40  40  40]
fear,[ 19  19  19 ... 129 129 129]
fear,[42 42 42 ...  3  3  3]
fear,[255 255 255 ... 117 117 117]
fear,[255 255 255 ... 173 173 173]
fear,[ 10  10  10 ... 242 242 242]
fear,[161 161 161 ...  15  15  15]
fear,[ 87  87  87 ... 189 189 189]
fear,[187 187 187 ...  28  28  28]
fear,[ 12  12  12 ... 175 175 175]
fear,[ 85  85  85 ... 215 215 215]
fear,[93 93 93 ... 26 26 26]
fear,[187 187 187 ... 110 110 110]
fear,[ 43  43  43 ... 197 197 197]
fear,[27 27 27 ... 55 55 55]
fear,[253 253 253 ...  25  25  25]
fear,[101 101 101 ... 187 187 187]
fear,[198 198 198 ... 156 156 156]
fear,[ 91  91  91 ... 191 191 191]
fear,[  1   1   1 ... 184 184 184]
fear,[143 143 143 ... 221 221 221]
fear,[ 6  6  6 ... 50 50 50]
fear,[99 99 99 ... 91 91 91]
fear,[  2   2   2 ... 229 229 229]
fear,[255 255 255 ...  25  25  25]
fear,[226 226 226 ...  89  89  89]
fear,[255 255 255 ... 253 253 253]
fear,[ 53  53  53 ... 147 147 147]
fear,[251 251 251 ... 252 252 252]
fear,[35 35 35 ... 88 88 88]
fear,[191 191 191 ... 135 135 135]
fear,[ 68  68  68 ... 198 198 198]
fear,[ 8  8  8 ... 15 15 15]
fear,[213 213 213 ... 206 206 206]
fear,[254 254 254 ... 255 255 255]
fear,[13 13 13 ... 22 22 22]
fear,[100 100 100 ... 203 203 203]
fear,[78 78 78 ... 15 15 15]
fear,[181 181 181 ... 211 211 211]
fear,[167 167 167 ...  61  61  61]
fear,[ 94  94  94 ... 122 122 122]
fear,[143 143 143 ... 149 149 149]
fear,[190 190 190 ...   0   0   0]
fear,[62 62 62 ... 39 39 39]
fear,[159 159 159 ...  19  19  19]
fear,[128 128 128 ... 150 150 150]
fear,[ 37  37  37 ... 226 226 226]
fear,[72 72 72 ... 23 23 23]
fear,[203 203 203 ...  10  10  10]
fear,[255 255 255 ... 215 215 215]
fear,[208 208 208 ... 182 182 182]
fear,[165 165 165 ...  51  51  51]
fear,[255 255 255 ... 220 220 220]
fear,[232 232 232 ... 188 188 188]
fear,[53 53 53 ... 56 56 56]
fear,[98 98 98 ... 63 63 63]
fear,[  6   6   6 ... 163 163 163]
fear,[253 253 253 ... 120 120 120]
fear,[  0   0   0 ... 222 222 222]
fear,[174 174 174 ... 178 178 178]
fear,[ 75  75  75 ... 183 183 183]
fear,[ 51  51  51 ... 103 103 103]
fear,[159 159 159 ...  19  19  19]
fear,[244 244 244 ...  58  58  58]
fear,[146 146 146 ... 208 208 208]
fear,[ 33  33  33 ... 160 160 160]
fear,[168 168 168 ... 144 144 144]
fear,[227 227 227 ...  25  25  25]
fear,[146 146 146 ... 140 140 140]
fear,[243 243 243 ... 229 229 229]
fear,[53 53 53 ... 44 44 44]
fear,[57 57 57 ... 79 79 79]
fear,[27 27 27 ... 18 18 18]
fear,[107 107 107 ... 252 252 252]
fear,[250 250 250 ... 249 249 249]
fear,[ 61  61  61 ... 203 203 203]
fear,[ 79  79  79 ... 190 190 190]
fear,[159 159 159 ...  86  86  86]
fear,[80 80 80 ... 86 86 86]
fear,[224 224 224 ... 247 247 247]
fear,[64 64 64 ... 10 10 10]
fear,[250 250 250 ... 173 173 173]
fear,[109 109 109 ... 119 119 119]
fear,[223 223 223 ... 243 243 243]
fear,[151 151 151 ... 222 222 222]
fear,[230 230 230 ... 205 205 205]
fear,[79 79 79 ... 19 19 19]
fear,[255 255 255 ...  26  26  26]
fear,[40 40 40 ...  2  2  2]
fear,[190 190 190 ...  34  34  34]
fear,[ 67  67  67 ... 109 109 109]
fear,[252 252 252 ... 196 196 196]
fear,[249 249 249 ...  26  26  26]
fear,[255 255 255 ...  63  63  63]
fear,[211 211 211 ...  55  55  55]
fear,[28 28 28 ... 40 40 40]
fear,[189 189 189 ... 229 229 229]
fear,[193 193 193 ... 197 197 197]
fear,[ 80  80  80 ... 207 207 207]
fear,[ 96  96  96 ... 118 118 118]
fear,[82 82 82 ...  8  8  8]
fear,[47 47 47 ... 40 40 40]
fear,[ 67  67  67 ... 119 119 119]
fear,[254 254 254 ... 255 255 255]
fear,[ 21  21  21 ... 226 226 226]
fear,[ 52  52  52 ... 158 158 158]
fear,[ 95  95  95 ... 114 114 114]
fear,[69 69 69 ... 46 46 46]
fear,[158 158 158 ...  99  99  99]
fear,[ 26  26  26 ... 146 146 146]
fear,[ 68  68  68 ... 140 140 140]
fear,[140 140 140 ... 141 141 141]
fear,[ 71  71  71 ... 108 108 108]
fear,[191 191 191 ... 114 114 114]
fear,[ 31  31  31 ... 205 205 205]
fear,[255 255 255 ... 255 255 255]
fear,[193 193 193 ... 192 192 192]
fear,[21 21 21 ...  5  5  5]
fear,[237 237 237 ... 129 129 129]
fear,[78 78 78 ... 89 89 89]
fear,[82 82 82 ... 52 52 52]
fear,[255 255 255 ... 189 189 189]
fear,[236 236 236 ... 212 212 212]
fear,[136 136 136 ...  22  22  22]
fear,[220 220 220 ... 161 161 161]
fear,[251 251 251 ... 255 255 255]
fear,[ 64  64  64 ... 237 237 237]
fear,[229 229 229 ... 174 174 174]
fear,[122 122 122 ... 255 255 255]
fear,[85 85 85 ... 24 24 24]
fear,[ 57  57  57 ... 123 123 123]
fear,[196 196 196 ...  24  24  24]
fear,[23 23 23 ... 35 35 35]
fear,[138 138 138 ...  47  47  47]
fear,[255 255 255 ... 249 249 249]
fear,[107 107 107 ...  62  62  62]
fear,[120 120 120 ...  28  28  28]
fear,[193 193 193 ... 210 210 210]
fear,[145 145 145 ...   8   8   8]
fear,[255 255 255 ... 103 103 103]
fear,[133 133 133 ...   2   2   2]
fear,[180 180 180 ...   2   2   2]
fear,[13 13 13 ... 57 57 57]
fear,[117 117 117 ... 239 239 239]
fear,[78 78 78 ... 23 23 23]
fear,[105 105 105 ... 209 209 209]
fear,[203 203 203 ...  17  17  17]
fear,[140 140 140 ...  23  23  23]
fear,[ 53  53  53 ... 115 115 115]
fear,[138 138 138 ... 126 126 126]
fear,[  9   9   9 ... 123 123 123]
fear,[24 24 24 ... 43 43 43]
fear,[ 33  33  33 ... 186 186 186]
fear,[142 142 142 ... 176 176 176]
fear,[116 116 116 ... 103 103 103]
fear,[156 156 156 ... 114 114 114]
fear,[255 255 255 ...  12  12  12]
fear,[95 95 95 ... 35 35 35]
fear,[ 34  34  34 ... 225 225 225]
fear,[121 121 121 ... 236 236 236]
fear,[29 29 29 ...  5  5  5]
fear,[0 0 0 ... 7 7 7]
fear,[ 9  9  9 ... 15 15 15]
fear,[12 12 12 ... 50 50 50]
fear,[10 10 10 ... 25 25 25]
fear,[83 83 83 ...  0  0  0]
fear,[108 108 108 ... 255 255 255]
fear,[253 253 253 ... 227 227 227]
fear,[ 57  57  57 ... 161 161 161]
fear,[41 41 41 ... 29 29 29]
fear,[244 244 244 ...   9   9   9]
fear,[241 241 241 ... 193 193 193]
fear,[ 0  0  0 ... 70 70 70]
fear,[ 47  47  47 ... 101 101 101]
fear,[74 74 74 ... 62 62 62]
fear,[ 55  55  55 ... 240 240 240]
fear,[254 254 254 ... 216 216 216]
fear,[71 71 71 ... 98 98 98]
fear,[150 150 150 ... 149 149 149]
fear,[167 167 167 ...  59  59  59]
fear,[ 69  69  69 ... 156 156 156]
fear,[139 139 139 ...  84  84  84]
fear,[ 17  17  17 ... 169 169 169]
fear,[85 85 85 ... 19 19 19]
fear,[255 255 255 ... 239 239 239]
fear,[ 97  97  97 ... 192 192 192]
fear,[ 45  45  45 ... 240 240 240]
fear,[237 237 237 ...  77  77  77]
fear,[173 173 173 ... 191 191 191]
fear,[189 189 189 ...   5   5   5]
fear,[191 191 191 ... 137 137 137]
fear,[103 103 103 ... 250 250 250]
fear,[160 160 160 ... 146 146 146]
fear,[253 253 253 ... 120 120 120]
fear,[107 107 107 ...  55  55  55]
fear,[254 254 254 ...  40  40  40]
fear,[53 53 53 ... 74 74 74]
fear,[242 242 242 ...  34  34  34]
fear,[79 79 79 ... 29 29 29]
fear,[240 240 240 ... 145 145 145]
fear,[105 105 105 ...  74  74  74]
fear,[73 73 73 ... 48 48 48]
fear,[130 130 130 ... 153 153 153]
fear,[130 130 130 ... 249 249 249]
fear,[255 255 255 ...  89  89  89]
fear,[208 208 208 ... 237 237 237]
fear,[34 34 34 ... 17 17 17]
fear,[64 64 64 ... 46 46 46]
fear,[9 9 9 ... 7 7 7]
fear,[186 186 186 ... 187 187 187]
fear,[121 121 121 ...   4   4   4]
fear,[ 60  60  60 ... 168 168 168]
fear,[197 197 197 ... 131 131 131]
fear,[ 73  73  73 ... 198 198 198]
fear,[255 255 255 ... 222 222 222]
fear,[140 140 140 ...  35  35  35]
fear,[148 148 148 ... 113 113 113]
fear,[119 119 119 ... 212 212 212]
fear,[32 32 32 ... 99 99 99]
fear,[192 192 192 ...  49  49  49]
fear,[222 222 222 ...  41  41  41]
fear,[ 9  9  9 ... 59 59 59]
fear,[ 31  31  31 ... 186 186 186]
fear,[235 235 235 ... 202 202 202]
fear,[  2   2   2 ... 218 218 218]
fear,[189 189 189 ... 238 238 238]
fear,[252 252 252 ... 191 191 191]
fear,[255 255 255 ... 126 126 126]
fear,[182 182 182 ...  37  37  37]
fear,[174 174 174 ...  47  47  47]
fear,[76 76 76 ... 22 22 22]
fear,[128 128 128 ...  96  96  96]
fear,[ 32  32  32 ... 134 134 134]
fear,[245 245 245 ... 204 204 204]
fear,[250 250 250 ... 102 102 102]
fear,[1 1 1 ... 4 4 4]
fear,[53 53 53 ... 91 91 91]
fear,[218 218 218 ...  38  38  38]
fear,[225 225 225 ...  39  39  39]
fear,[252 252 252 ... 255 255 255]
fear,[255 255 255 ... 176 176 176]
fear,[214 214 214 ... 201 201 201]
fear,[177 177 177 ... 129 129 129]
fear,[184 184 184 ... 138 138 138]
fear,[255 255 255 ...  86  86  86]
fear,[ 6  6  6 ... 39 39 39]
fear,[26 26 26 ... 20 20 20]
fear,[ 54  54  54 ... 246 246 246]
fear,[193 193 193 ... 175 175 175]
fear,[148 148 148 ... 184 184 184]
fear,[2 2 2 ... 5 5 5]
fear,[238 238 238 ...  42  42  42]
fear,[ 22  22  22 ... 205 205 205]
fear,[102 102 102 ...  82  82  82]
fear,[229 229 229 ... 253 253 253]
fear,[112 112 112 ...  58  58  58]
fear,[254 254 254 ... 255 255 255]
fear,[255 255 255 ... 176 176 176]
fear,[156 156 156 ... 240 240 240]
fear,[186 186 186 ... 228 228 228]
fear,[212 212 212 ...   4   4   4]
fear,[133 133 133 ... 191 191 191]
fear,[151 151 151 ... 102 102 102]
fear,[255 255 255 ...  26  26  26]
fear,[219 219 219 ...  96  96  96]
fear,[78 78 78 ...  8  8  8]
fear,[ 32  32  32 ... 253 253 253]
fear,[178 178 178 ...  20  20  20]
fear,[124 124 124 ...  22  22  22]
fear,[167 167 167 ...  39  39  39]
fear,[158 158 158 ... 182 182 182]
fear,[179 179 179 ... 109 109 109]
fear,[237 237 237 ... 234 234 234]
fear,[  9   9   9 ... 241 241 241]
fear,[ 2  2  2 ... 76 76 76]
fear,[245 245 245 ... 187 187 187]
fear,[ 53  53  53 ... 249 249 249]
fear,[32 32 32 ... 65 65 65]
fear,[16 16 16 ... 76 76 76]
fear,[ 84  84  84 ... 117 117 117]
fear,[191 191 191 ... 196 196 196]
fear,[223 223 223 ...  37  37  37]
fear,[ 20  20  20 ... 226 226 226]
fear,[130 130 130 ...  51  51  51]
fear,[117 117 117 ... 117 117 117]
fear,[187 187 187 ...  61  61  61]
fear,[255 255 255 ...  31  31  31]
fear,[227 227 227 ...   6   6   6]
fear,[195 195 195 ... 126 126 126]
fear,[180 180 180 ... 225 225 225]
fear,[249 249 249 ...  19  19  19]
fear,[175 175 175 ... 249 249 249]
fear,[98 98 98 ... 63 63 63]
fear,[225 225 225 ... 189 189 189]
fear,[ 71  71  71 ... 255 255 255]
fear,[117 117 117 ... 114 114 114]
fear,[ 83  83  83 ... 121 121 121]
fear,[128 128 128 ... 194 194 194]
fear,[212 212 212 ... 156 156 156]
fear,[250 250 250 ...  20  20  20]
fear,[224 224 224 ... 124 124 124]
fear,[34 34 34 ... 38 38 38]
fear,[253 253 253 ... 255 255 255]
fear,[255 255 255 ... 159 159 159]
fear,[25 25 25 ... 30 30 30]
fear,[ 38  38  38 ... 167 167 167]
fear,[249 249 249 ...   7   7   7]
fear,[252 252 252 ... 172 172 172]
fear,[247 247 247 ...  86  86  86]
fear,[ 80  80  80 ... 137 137 137]
fear,[199 199 199 ...  15  15  15]
fear,[243 243 243 ... 253 253 253]
fear,[230 230 230 ... 171 171 171]
fear,[ 56  56  56 ... 253 253 253]
fear,[255 255 255 ... 219 219 219]
fear,[215 215 215 ... 225 225 225]
fear,[188 188 188 ... 137 137 137]
fear,[ 4  4  4 ... 92 92 92]
fear,[222 222 222 ... 141 141 141]
fear,[255 255 255 ... 207 207 207]
fear,[ 51  51  51 ... 180 180 180]
fear,[251 251 251 ... 176 176 176]
fear,[119 119 119 ... 121 121 121]
fear,[229 229 229 ...  13  13  13]
fear,[48 48 48 ... 26 26 26]
fear,[ 80  80  80 ... 170 170 170]
fear,[80 80 80 ...  9  9  9]
fear,[ 68  68  68 ... 124 124 124]
fear,[127 127 127 ...  60  60  60]
fear,[187 187 187 ... 177 177 177]
fear,[255 255 255 ... 255 255 255]
fear,[206 206 206 ...  27  27  27]
fear,[ 95  95  95 ... 114 114 114]
fear,[254 254 254 ... 255 255 255]
fear,[ 37  37  37 ... 140 140 140]
fear,[76 76 76 ... 19 19 19]
fear,[1 1 1 ... 0 0 0]
fear,[62 62 62 ... 29 29 29]
fear,[120 120 120 ... 156 156 156]
fear,[ 41  41  41 ... 243 243 243]
fear,[239 239 239 ... 194 194 194]
fear,[109 109 109 ...  31  31  31]
fear,[117 117 117 ... 235 235 235]
fear,[254 254 254 ... 157 157 157]
fear,[ 93  93  93 ... 218 218 218]
fear,[ 94  94  94 ... 202 202 202]
fear,[176 176 176 ...  26  26  26]
fear,[197 197 197 ...  74  74  74]
fear,[253 253 253 ...  20  20  20]
fear,[199 199 199 ...  71  71  71]
fear,[140 140 140 ... 203 203 203]
fear,[157 157 157 ...   7   7   7]
fear,[244 244 244 ... 226 226 226]
fear,[104 104 104 ...  75  75  75]
fear,[ 71  71  71 ... 105 105 105]
fear,[ 28  28  28 ... 176 176 176]
fear,[ 50  50  50 ... 183 183 183]
fear,[254 254 254 ...  35  35  35]
fear,[163 163 163 ...  74  74  74]
fear,[249 249 249 ... 103 103 103]
fear,[152 152 152 ... 105 105 105]
fear,[ 19  19  19 ... 123 123 123]
fear,[230 230 230 ... 184 184 184]
fear,[13 13 13 ... 45 45 45]
fear,[246 246 246 ...  55  55  55]
fear,[151 151 151 ... 194 194 194]
fear,[181 181 181 ...   2   2   2]
fear,[149 149 149 ...   8   8   8]
fear,[49 49 49 ... 26 26 26]
fear,[90 90 90 ... 26 26 26]
fear,[23 23 23 ... 55 55 55]
fear,[27 27 27 ... 49 49 49]
fear,[62 62 62 ... 10 10 10]
fear,[255 255 255 ...  76  76  76]
fear,[  5   5   5 ... 133 133 133]
fear,[153 153 153 ... 231 231 231]
fear,[166 166 166 ...  73  73  73]
fear,[ 8  8  8 ... 26 26 26]
fear,[120 120 120 ... 192 192 192]
fear,[18 18 18 ... 42 42 42]
fear,[  3   3   3 ... 227 227 227]
fear,[111 111 111 ...  52  52  52]
fear,[226 226 226 ... 135 135 135]
fear,[195 195 195 ...  94  94  94]
fear,[67 67 67 ...  3  3  3]
fear,[114 114 114 ...  29  29  29]
fear,[180 180 180 ... 181 181 181]
fear,[230 230 230 ... 207 207 207]
fear,[200 200 200 ... 208 208 208]
fear,[116 116 116 ... 161 161 161]
fear,[254 254 254 ... 126 126 126]
fear,[ 27  27  27 ... 231 231 231]
fear,[ 39  39  39 ... 129 129 129]
fear,[33 33 33 ... 12 12 12]
fear,[87 87 87 ... 55 55 55]
fear,[ 90  90  90 ... 255 255 255]
fear,[ 20  20  20 ... 128 128 128]
fear,[210 210 210 ...  99  99  99]
fear,[213 213 213 ... 182 182 182]
fear,[157 157 157 ... 178 178 178]
fear,[ 68  68  68 ... 223 223 223]
fear,[ 71  71  71 ... 187 187 187]
fear,[121 121 121 ... 225 225 225]
fear,[235 235 235 ...   7   7   7]
fear,[179 179 179 ... 170 170 170]
fear,[ 88  88  88 ... 114 114 114]
fear,[19 19 19 ... 15 15 15]
fear,[15 15 15 ... 21 21 21]
fear,[19 19 19 ... 15 15 15]
fear,[255 255 255 ... 155 155 155]
fear,[253 253 253 ... 178 178 178]
fear,[ 77  77  77 ... 109 109 109]
fear,[166 166 166 ...  80  80  80]
fear,[192 192 192 ...   6   6   6]
fear,[209 209 209 ... 230 230 230]
fear,[  6   6   6 ... 187 187 187]
fear,[216 216 216 ...  18  18  18]
fear,[240 240 240 ... 224 224 224]
fear,[109 109 109 ... 143 143 143]
fear,[ 29  29  29 ... 217 217 217]
fear,[ 93  93  93 ... 104 104 104]
fear,[224 224 224 ... 207 207 207]
fear,[ 32  32  32 ... 188 188 188]
fear,[ 0  0  0 ... 68 68 68]
fear,[226 226 226 ... 242 242 242]
fear,[229 229 229 ... 227 227 227]
fear,[  2   2   2 ... 107 107 107]
fear,[157 157 157 ...  16  16  16]
fear,[200 200 200 ...  12  12  12]
fear,[248 248 248 ... 255 255 255]
fear,[255 255 255 ... 194 194 194]
fear,[187 187 187 ... 116 116 116]
fear,[254 254 254 ... 162 162 162]
fear,[167 167 167 ... 150 150 150]
fear,[199 199 199 ...  15  15  15]
fear,[253 253 253 ... 225 225 225]
fear,[ 10  10  10 ... 207 207 207]
fear,[56 56 56 ... 80 80 80]
fear,[47 47 47 ... 18 18 18]
fear,[ 38  38  38 ... 154 154 154]
fear,[43 43 43 ... 48 48 48]
fear,[96 96 96 ...  1  1  1]
fear,[133 133 133 ...  25  25  25]
fear,[201 201 201 ...  37  37  37]
fear,[137 137 137 ... 180 180 180]
fear,[255 255 255 ...  17  17  17]
fear,[28 28 28 ... 18 18 18]
fear,[219 219 219 ...  80  80  80]
fear,[ 40  40  40 ... 158 158 158]
fear,[255 255 255 ...  54  54  54]
fear,[201 201 201 ...  41  41  41]
fear,[174 174 174 ... 143 143 143]
fear,[255 255 255 ... 206 206 206]
fear,[143 143 143 ... 255 255 255]
fear,[255 255 255 ... 216 216 216]
fear,[ 70  70  70 ... 234 234 234]
fear,[205 205 205 ... 243 243 243]
fear,[63 63 63 ... 25 25 25]
fear,[ 63  63  63 ... 117 117 117]
fear,[111 111 111 ... 129 129 129]
fear,[99 99 99 ... 60 60 60]
fear,[255 255 255 ...  81  81  81]
fear,[254 254 254 ...  63  63  63]
fear,[233 233 233 ... 221 221 221]
fear,[ 97  97  97 ... 196 196 196]
fear,[ 10  10  10 ... 255 255 255]
fear,[ 73  73  73 ... 116 116 116]
fear,[ 54  54  54 ... 255 255 255]
fear,[113 113 113 ...  82  82  82]
fear,[ 80  80  80 ... 223 223 223]
fear,[216 216 216 ... 104 104 104]
fear,[235 235 235 ... 104 104 104]
fear,[18 18 18 ... 24 24 24]
fear,[120 120 120 ...  99  99  99]
fear,[ 88  88  88 ... 141 141 141]
fear,[ 60  60  60 ... 154 154 154]
fear,[157 157 157 ... 193 193 193]
fear,[6 6 6 ... 9 9 9]
fear,[68 68 68 ... 57 57 57]
fear,[115 115 115 ... 186 186 186]
fear,[255 255 255 ...  16  16  16]
fear,[14 14 14 ...  2  2  2]
fear,[142 142 142 ... 255 255 255]
fear,[10 10 10 ... 12 12 12]
fear,[248 248 248 ...  58  58  58]
fear,[184 184 184 ... 152 152 152]
fear,[ 49  49  49 ... 233 233 233]
fear,[255 255 255 ... 151 151 151]
fear,[ 65  65  65 ... 128 128 128]
fear,[ 38  38  38 ... 255 255 255]
fear,[25 25 25 ... 39 39 39]
fear,[252 252 252 ... 255 255 255]
fear,[194 194 194 ... 203 203 203]
fear,[41 41 41 ... 81 81 81]
fear,[195 195 195 ... 150 150 150]
fear,[ 44  44  44 ... 160 160 160]
fear,[255 255 255 ... 255 255 255]
fear,[252 252 252 ... 188 188 188]
fear,[54 54 54 ... 58 58 58]
fear,[25 25 25 ... 34 34 34]
fear,[161 161 161 ...  97  97  97]
fear,[247 247 247 ...  98  98  98]
fear,[135 135 135 ... 103 103 103]
fear,[221 221 221 ...  95  95  95]
fear,[240 240 240 ... 215 215 215]
fear,[196 196 196 ... 136 136 136]
fear,[133 133 133 ... 255 255 255]
fear,[188 188 188 ...  11  11  11]
fear,[ 67  67  67 ... 128 128 128]
fear,[163 163 163 ...  63  63  63]
fear,[ 25  25  25 ... 195 195 195]
fear,[127 127 127 ... 110 110 110]
fear,[29 29 29 ...  8  8  8]
fear,[101 101 101 ...  24  24  24]
fear,[255 255 255 ... 139 139 139]
fear,[191 191 191 ... 225 225 225]
fear,[69 69 69 ... 75 75 75]
fear,[118 118 118 ...  56  56  56]
fear,[ 51  51  51 ... 122 122 122]
fear,[217 217 217 ...   8   8   8]
fear,[54 54 54 ... 54 54 54]
fear,[144 144 144 ...  75  75  75]
fear,[190 190 190 ...   2   2   2]
fear,[226 226 226 ... 166 166 166]
fear,[205 205 205 ...  21  21  21]
fear,[160 160 160 ... 198 198 198]
fear,[255 255 255 ...  63  63  63]
fear,[255 255 255 ... 223 223 223]
fear,[196 196 196 ... 109 109 109]
fear,[0 0 0 ... 0 0 0]
fear,[65 65 65 ... 43 43 43]
fear,[51 51 51 ... 71 71 71]
fear,[ 23  23  23 ... 174 174 174]
fear,[230 230 230 ... 104 104 104]
fear,[21 21 21 ... 61 61 61]
fear,[ 79  79  79 ... 122 122 122]
fear,[105 105 105 ...  62  62  62]
fear,[109 109 109 ... 150 150 150]
fear,[142 142 142 ... 244 244 244]
fear,[255 255 255 ... 219 219 219]
fear,[ 92  92  92 ... 206 206 206]
fear,[255 255 255 ... 164 164 164]
fear,[24 24 24 ... 59 59 59]
fear,[245 245 245 ...  21  21  21]
fear,[254 254 254 ...  24  24  24]
fear,[ 70  70  70 ... 150 150 150]
fear,[10 10 10 ...  1  1  1]
fear,[78 78 78 ... 60 60 60]
fear,[193 193 193 ...  59  59  59]
fear,[ 21  21  21 ... 181 181 181]
fear,[51 51 51 ...  8  8  8]
fear,[  3   3   3 ... 254 254 254]
fear,[109 109 109 ... 134 134 134]
fear,[ 51  51  51 ... 170 170 170]
fear,[ 86  86  86 ... 184 184 184]
fear,[222 222 222 ... 238 238 238]
fear,[ 82  82  82 ... 185 185 185]
fear,[255 255 255 ... 102 102 102]
fear,[117 117 117 ...  61  61  61]
fear,[110 110 110 ... 101 101 101]
fear,[ 56  56  56 ... 133 133 133]
fear,[120 120 120 ...  73  73  73]
fear,[252 252 252 ... 214 214 214]
fear,[215 215 215 ... 121 121 121]
fear,[224 224 224 ...  53  53  53]
fear,[  0   0   0 ... 148 148 148]
fear,[224 224 224 ... 128 128 128]
fear,[12 12 12 ... 88 88 88]
fear,[134 134 134 ...  18  18  18]
fear,[ 48  48  48 ... 235 235 235]
fear,[ 89  89  89 ... 134 134 134]
fear,[79 79 79 ... 57 57 57]
fear,[72 72 72 ... 16 16 16]
fear,[14 14 14 ... 79 79 79]
fear,[132 132 132 ... 176 176 176]
fear,[ 61  61  61 ... 166 166 166]
fear,[255 255 255 ... 255 255 255]
fear,[0 0 0 ... 2 2 2]
fear,[73 73 73 ... 97 97 97]
fear,[253 253 253 ... 167 167 167]
fear,[255 255 255 ... 230 230 230]
fear,[215 215 215 ...  18  18  18]
fear,[ 45  45  45 ... 155 155 155]
fear,[ 7  7  7 ... 87 87 87]
fear,[253 253 253 ... 217 217 217]
fear,[103 103 103 ...  14  14  14]
fear,[ 62  62  62 ... 252 252 252]
fear,[ 23  23  23 ... 119 119 119]
fear,[61 61 61 ... 81 81 81]
fear,[238 238 238 ... 204 204 204]
fear,[58 58 58 ... 44 44 44]
fear,[255 255 255 ... 227 227 227]
fear,[44 44 44 ... 64 64 64]
fear,[71 71 71 ... 70 70 70]
fear,[154 154 154 ... 101 101 101]
fear,[255 255 255 ... 158 158 158]
fear,[25 25 25 ... 93 93 93]
fear,[24 24 24 ... 46 46 46]
fear,[137 137 137 ...  40  40  40]
fear,[118 118 118 ...  59  59  59]
fear,[0 0 0 ... 4 4 4]
fear,[232 232 232 ... 169 169 169]
fear,[  1   1   1 ... 221 221 221]
fear,[116 116 116 ... 123 123 123]
fear,[ 95  95  95 ... 173 173 173]
fear,[175 175 175 ...  37  37  37]
fear,[ 53  53  53 ... 181 181 181]
fear,[113 113 113 ... 233 233 233]
fear,[ 74  74  74 ... 181 181 181]
fear,[40 40 40 ...  6  6  6]
fear,[66 66 66 ... 75 75 75]
